1;1;8
1;2;7
1;3;6
1;4;5
2;5;3
2;6;2
2;7;1
2;8;4
3;1;6
3;2;5
3;3;4
3;7;8
4;4;2
4;5;1
4;6;7
4;8;3
5;1;4
5;2;3
5;6;8
5;7;5
6;2;8
6;3;1
6;4;7
6;5;6
7;1;2
7;6;4
7;7;3
7;8;5
8;8;1
8;7;2
8;6;3
8;5;4
9;3;5
9;2;6
9;1;7
9;4;8
10;6;1
10;5;2
10;4;3
10;8;7
11;2;4
11;1;5
11;7;6
11;3;8
12;4;1
12;3;2
12;8;6
12;5;7
13;8;2
13;1;3
13;7;4
13;6;5
14;2;1
14;4;6
14;3;7
14;5;8
