1;1;5;1
1;1;2;4
1;1;6;3
1;2;1;4
1;2;3;2
1;2;5;6
1;3;6;1
1;3;2;5
1;3;3;4
1;4;1;2
1;4;5;3
1;4;4;6
1;5;3;1
1;5;2;6
1;5;4;5
2;6;4;1
2;6;2;3
2;6;6;5
2;7;1;5
2;7;4;2
2;7;3;6
2;8;1;6
2;8;5;2
2;8;4;3
2;9;2;1
2;9;3;5
2;9;6;4
2;10;1;3
2;10;6;2
2;10;5;4
