1;1;1;2
1;1;3;4
1;1;5;6
1;1;7;8
1;2;2;3
1;2;4;5
1;2;6;7
1;2;8;1
1;3;3;8
1;3;5;2
1;3;6;4
1;3;7;1
1;4;1;3
1;4;2;6
1;4;4;7
1;4;8;5
1;5;3;7
1;5;4;2
1;5;5;1
1;5;6;8
1;6;1;6
1;6;3;5
1;6;7;2
1;6;8;4
1;7;2;8
1;7;4;1
1;7;5;7
1;7;6;3
2;8;2;1
2;8;4;3
2;8;6;5
2;8;8;7
2;9;1;8
2;9;3;2
2;9;5;4
2;9;7;6
2;10;1;7
2;10;2;5
2;10;4;6
2;10;8;3
2;11;3;1
2;11;5;8
2;11;6;2
2;11;7;4
2;12;1;5
2;12;2;4
2;12;7;3
2;12;8;6
2;13;2;7
2;13;4;8
2;13;5;3
2;13;6;1
2;14;1;4
2;14;3;6
2;14;7;5
2;14;8;2
3;15;1;2
3;15;3;4
3;15;5;6
3;15;7;8
3;16;2;3
3;16;4;5
3;16;6;7
3;16;8;1
3;17;3;8
3;17;5;2
3;17;6;4
3;17;7;1
3;18;1;3
3;18;2;6
3;18;4;7
3;18;8;5
3;19;3;7
3;19;4;2
3;19;5;1
3;19;6;8
3;20;1;6
3;20;3;5
3;20;7;2
3;20;8;4
3;21;2;8
3;21;4;1
3;21;5;7
3;21;6;3
