1;1;1;11
1;1;2;10
1;1;3;9
1;1;4;8
1;1;5;7
1;1;6;12
1;2;7;6
1;2;8;5
1;2;9;4
1;2;10;3
1;2;11;2
1;2;12;1
1;3;2;1
1;3;3;11
1;3;4;10
1;3;5;9
1;3;6;8
1;3;7;12
1;4;1;3
1;4;8;7
1;4;9;6
1;4;10;5
1;4;11;4
1;4;12;2
1;5;3;2
1;5;4;1
1;5;5;11
1;5;6;10
1;5;7;9
1;5;8;12
1;6;1;5
1;6;2;4
1;6;9;8
1;6;10;7
1;6;11;6
1;6;12;3
1;7;4;3
1;7;5;2
1;7;6;1
1;7;7;11
1;7;8;10
1;7;9;12
1;8;1;7
1;8;2;6
1;8;3;5
1;8;10;9
1;8;11;8
1;8;12;4
1;9;5;4
1;9;6;3
1;9;7;2
1;9;8;1
1;9;9;11
1;9;10;12
1;10;1;9
1;10;2;8
1;10;3;7
1;10;4;6
1;10;11;10
1;10;12;5
1;11;6;5
1;11;7;4
1;11;8;3
1;11;9;2
1;11;10;1
1;11;11;12
2;12;7;5
2;12;8;4
2;12;9;3
2;12;10;2
2;12;11;1
2;12;12;6
2;13;1;12
2;13;2;11
2;13;3;10
2;13;4;9
2;13;5;8
2;13;6;7
2;14;1;2
2;14;8;6
2;14;9;5
2;14;10;4
2;14;11;3
2;14;12;7
2;15;2;12
2;15;3;1
2;15;4;11
2;15;5;10
2;15;6;9
2;15;7;8
2;16;1;4
2;16;2;3
2;16;9;7
2;16;10;6
2;16;11;5
2;16;12;8
2;17;3;12
2;17;4;2
2;17;5;1
2;17;6;11
2;17;7;10
2;17;8;9
2;18;1;6
2;18;2;5
2;18;3;4
2;18;10;8
2;18;11;7
2;18;12;9
2;19;4;12
2;19;5;3
2;19;6;2
2;19;7;1
2;19;8;11
2;19;9;10
2;20;1;8
2;20;2;7
2;20;3;6
2;20;4;5
2;20;11;9
2;20;12;10
2;21;5;12
2;21;6;4
2;21;7;3
2;21;8;2
2;21;9;1
2;21;10;11
2;22;1;10
2;22;2;9
2;22;3;8
2;22;4;7
2;22;5;6
2;22;12;11
