1;1;1;2
1;1;3;4
1;1;5;6
1;1;7;8
1;1;9;10
1;1;11;12
1;2;2;3
1;2;4;1
1;2;6;7
1;2;8;5
1;2;10;11
1;2;12;9
1;3;1;6
1;3;3;8
1;3;5;10
1;3;7;12
1;3;9;2
1;3;11;4
1;4;2;11
1;4;4;9
1;4;6;3
1;4;8;1
1;4;10;7
1;4;12;5
1;5;1;10
1;5;3;12
1;5;5;2
1;5;7;4
1;5;9;6
1;5;11;8
1;6;2;7
1;6;4;5
1;6;6;11
1;6;8;9
1;6;10;3
1;6;12;1
1;7;1;7
1;7;2;8
1;7;3;9
1;7;4;10
1;7;5;11
1;7;6;12
1;8;7;5
1;8;8;6
1;8;9;1
1;8;10;2
1;8;11;3
1;8;12;4
1;9;1;3
1;9;2;4
1;9;5;9
1;9;6;10
1;9;7;11
1;9;8;12
1;10;1;5
1;10;2;6
1;10;3;7
1;10;4;8
1;10;9;11
1;10;10;12
1;11;5;3
1;11;6;4
1;11;7;9
1;11;8;10
1;11;11;1
1;11;12;2
